"Date Printed: Monday, August 10, 2026 2:43:04 PM"
Title: "Chlamydia | Gonorrhea | Primary and Secondary Syphilis | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | 2023 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | 15-19 | 20-24 | 25-29""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Cases,Rate per 100000
"Chlamydia","2021","North Dakota","38","25-29","731","1312.7"
"Gonorrhea","2021","North Dakota","38","15-19","195","382.1"
"Gonorrhea","2021","North Dakota","38","20-24","375","606.1"
"Gonorrhea","2021","North Dakota","38","25-29","390","700.4"
"Primary and Secondary Syphilis","2021","North Dakota","38","15-19","3","5.9"
"Primary and Secondary Syphilis","2021","North Dakota","38","20-24","7","11.3"
"Primary and Secondary Syphilis","2021","North Dakota","38","25-29","12","21.5"
"Chlamydia","2021","Ohio","39","15-19","15,496","2025.7"
"Chlamydia","2021","Ohio","39","20-24","20,538","2744.0"
"Chlamydia","2021","Ohio","39","25-29","9,995","1298.8"
"Gonorrhea","2021","Ohio","39","15-19","5,033","657.9"
"Gonorrhea","2021","Ohio","39","20-24","7,983","1066.6"
"Gonorrhea","2021","Ohio","39","25-29","5,637","732.5"
"Primary and Secondary Syphilis","2021","Ohio","39","15-19","54","7.1"
"Primary and Secondary Syphilis","2021","Ohio","39","20-24","246","32.9"
"Primary and Secondary Syphilis","2021","Ohio","39","25-29","332","43.1"
"Chlamydia","2021","Oklahoma","40","15-19","5,455","2004.6"
"Chlamydia","2021","Oklahoma","40","20-24","7,682","2773.7"
"Chlamydia","2021","Oklahoma","40","25-29","3,455","1294.5"
"Gonorrhea","2021","Oklahoma","40","15-19","1,535","564.1"
"Gonorrhea","2021","Oklahoma","40","20-24","2,729","985.3"
"Gonorrhea","2021","Oklahoma","40","25-29","1,936","725.4"
"Primary and Secondary Syphilis","2021","Oklahoma","40","15-19","52","19.1"
"Primary and Secondary Syphilis","2021","Oklahoma","40","20-24","160","57.8"
"Primary and Secondary Syphilis","2021","Oklahoma","40","25-29","241","90.3"
"Chlamydia","2021","Oregon","41","15-19","3,220","1282.9"
"Chlamydia","2021","Oregon","41","20-24","5,209","2004.1"
"Chlamydia","2021","Oregon","41","25-29","2,858","992.0"
"Gonorrhea","2021","Oregon","41","15-19","427","170.1"
"Gonorrhea","2021","Oregon","41","20-24","1,208","464.8"
"Gonorrhea","2021","Oregon","41","25-29","1,246","432.5"
"Primary and Secondary Syphilis","2021","Oregon","41","15-19","16","6.4"
"Primary and Secondary Syphilis","2021","Oregon","41","20-24","114","43.9"
"Primary and Secondary Syphilis","2021","Oregon","41","25-29","140","48.6"
"Chlamydia","2021","Pennsylvania","42","15-19","13,986","1704.8"
"Chlamydia","2021","Pennsylvania","42","20-24","19,333","2437.5"
"Chlamydia","2021","Pennsylvania","42","25-29","9,535","1158.0"
"Gonorrhea","2021","Pennsylvania","42","15-19","3,527","429.9"
"Gonorrhea","2021","Pennsylvania","42","20-24","5,136","647.5"
"Gonorrhea","2021","Pennsylvania","42","25-29","3,842","466.6"
"Primary and Secondary Syphilis","2021","Pennsylvania","42","15-19","62","7.6"
"Primary and Secondary Syphilis","2021","Pennsylvania","42","20-24","197","24.8"
"Primary and Secondary Syphilis","2021","Pennsylvania","42","25-29","293","35.6"
"Chlamydia","2021","Rhode Island","44","15-19","1,097","1499.8"
"Chlamydia","2021","Rhode Island","44","20-24","1,665","2200.0"
"Chlamydia","2021","Rhode Island","44","25-29","913","1235.1"
"Gonorrhea","2021","Rhode Island","44","15-19","180","246.1"
"Gonorrhea","2021","Rhode Island","44","20-24","423","558.9"
"Gonorrhea","2021","Rhode Island","44","25-29","385","520.8"
"Primary and Secondary Syphilis","2021","Rhode Island","44","15-19","10","13.7"
"Primary and Secondary Syphilis","2021","Rhode Island","44","20-24","28","37.0"
"Primary and Secondary Syphilis","2021","Rhode Island","44","25-29","43","58.2"
"Chlamydia","2021","South Carolina","45","15-19","9,694","2926.3"
"Chlamydia","2021","South Carolina","45","20-24","13,600","4118.7"
"Chlamydia","2021","South Carolina","45","25-29","6,493","1975.0"
"Gonorrhea","2021","South Carolina","45","15-19","2,868","865.8"
"Gonorrhea","2021","South Carolina","45","20-24","4,802","1454.3"
"Gonorrhea","2021","South Carolina","45","25-29","3,337","1015.0"
"Primary and Secondary Syphilis","2021","South Carolina","45","15-19","33","10.0"
"Primary and Secondary Syphilis","2021","South Carolina","45","20-24","135","40.9"
"Primary and Secondary Syphilis","2021","South Carolina","45","25-29","190","57.8"
"Chlamydia","2021","South Dakota","46","15-19","1,172","1923.5"
"Chlamydia","2021","South Dakota","46","20-24","1,625","2740.1"
"Chlamydia","2021","South Dakota","46","25-29","890","1582.3"
"Gonorrhea","2021","South Dakota","46","15-19","424","695.9"
"Gonorrhea","2021","South Dakota","46","20-24","659","1111.2"
"Gonorrhea","2021","South Dakota","46","25-29","694","1233.8"
"Primary and Secondary Syphilis","2021","South Dakota","46","15-19","23","37.7"
"Primary and Secondary Syphilis","2021","South Dakota","46","20-24","58","97.8"
"Primary and Secondary Syphilis","2021","South Dakota","46","25-29","100","177.8"
"Chlamydia","2021","Tennessee","47","15-19","9,802","2240.7"
"Chlamydia","2021","Tennessee","47","20-24","14,627","3254.4"
"Chlamydia","2021","Tennessee","47","25-29","7,492","1557.4"
"Gonorrhea","2021","Tennessee","47","15-19","3,164","723.3"
"Gonorrhea","2021","Tennessee","47","20-24","5,362","1193.0"
"Gonorrhea","2021","Tennessee","47","25-29","4,056","843.1"
"Primary and Secondary Syphilis","2021","Tennessee","47","15-19","56","12.8"
"Primary and Secondary Syphilis","2021","Tennessee","47","20-24","133","29.6"
"Primary and Secondary Syphilis","2021","Tennessee","47","25-29","192","39.9"
"Chlamydia","2021","Texas","48","15-19","35,472","1673.1"
"Chlamydia","2021","Texas","48","20-24","53,805","2649.5"
"Chlamydia","2021","Texas","48","25-29","28,306","1345.3"
"Gonorrhea","2021","Texas","48","15-19","10,866","512.5"
"Gonorrhea","2021","Texas","48","20-24","18,354","903.8"
"Gonorrhea","2021","Texas","48","25-29","13,391","636.4"
"Primary and Secondary Syphilis","2021","Texas","48","15-19","218","10.3"
"Primary and Secondary Syphilis","2021","Texas","48","20-24","702","34.6"
"Primary and Secondary Syphilis","2021","Texas","48","25-29","827","39.3"
"Chlamydia","2021","Utah","49","15-19","2,387","882.9"
"Chlamydia","2021","Utah","49","20-24","4,067","1467.9"
"Chlamydia","2021","Utah","49","25-29","2,092","823.0"
"Gonorrhea","2021","Utah","49","15-19","351","129.8"
"Gonorrhea","2021","Utah","49","20-24","754","272.1"
"Gonorrhea","2021","Utah","49","25-29","756","297.4"
"Primary and Secondary Syphilis","2021","Utah","49","15-19","4","1.5"
"Primary and Secondary Syphilis","2021","Utah","49","20-24","28","10.1"
"Primary and Secondary Syphilis","2021","Utah","49","25-29","32","12.6"
"Chlamydia","2021","Vermont","50","15-19","202","472.4"
"Chlamydia","2021","Vermont","50","20-24","357","787.0"
"Chlamydia","2021","Vermont","50","25-29","164","425.8"
"Gonorrhea","2021","Vermont","50","15-19","13","30.4"
"Gonorrhea","2021","Vermont","50","20-24","34","75.0"
"Gonorrhea","2021","Vermont","50","25-29","33","85.7"
"Primary and Secondary Syphilis","2021","Vermont","50","15-19","0","0.0"
"Primary and Secondary Syphilis","2021","Vermont","50","20-24","1","2.2"
"Primary and Secondary Syphilis","2021","Vermont","50","25-29","0","0.0"
"Chlamydia","2021","Virginia","51","15-19","4,769","856.7"
"Chlamydia","2021","Virginia","51","20-24","17,302","3022.6"
"Chlamydia","2021","Virginia","51","25-29","9,162","1575.5"
"Gonorrhea","2021","Virginia","51","15-19","1,050","188.6"
"Gonorrhea","2021","Virginia","51","20-24","4,217","736.7"
"Gonorrhea","2021","Virginia","51","25-29","3,295","566.6"
"Primary and Secondary Syphilis","2021","Virginia","51","15-19","14","2.5"
"Primary and Secondary Syphilis","2021","Virginia","51","20-24","104","18.2"
"Primary and Secondary Syphilis","2021","Virginia","51","25-29","128","22.0"
"Chlamydia","2021","Washington","53","15-19","5,801","1262.1"
"Chlamydia","2021","Washington","53","20-24","10,388","2178.6"
"Chlamydia","2021","Washington","53","25-29","5,657","1003.0"
"Gonorrhea","2021","Washington","53","15-19","907","197.3"
"Gonorrhea","2021","Washington","53","20-24","2,219","465.4"
"Gonorrhea","2021","Washington","53","25-29","2,296","407.1"
"Primary and Secondary Syphilis","2021","Washington","53","15-19","33","7.2"
"Primary and Secondary Syphilis","2021","Washington","53","20-24","154","32.3"
"Primary and Secondary Syphilis","2021","Washington","53","25-29","240","42.6"
"Chlamydia","2021","West Virginia","54","15-19","1,320","1227.3"
"Chlamydia","2021","West Virginia","54","20-24","2,129","1925.8"
"Chlamydia","2021","West Virginia","54","25-29","835","788.8"
"Gonorrhea","2021","West Virginia","54","15-19","191","177.6"
"Gonorrhea","2021","West Virginia","54","20-24","403","364.5"
"Gonorrhea","2021","West Virginia","54","25-29","337","318.4"
"Primary and Secondary Syphilis","2021","West Virginia","54","15-19","8","7.4"
"Primary and Secondary Syphilis","2021","West Virginia","54","20-24","24","21.7"
"Primary and Secondary Syphilis","2021","West Virginia","54","25-29","39","36.8"
"Chlamydia","2021","Wisconsin","55","15-19","7,073","1825.8"
"Chlamydia","2021","Wisconsin","55","20-24","10,355","2631.6"
"Chlamydia","2021","Wisconsin","55","25-29","5,175","1387.6"
"Gonorrhea","2021","Wisconsin","55","15-19","2,136","551.4"
"Gonorrhea","2021","Wisconsin","55","20-24","2,720","691.2"
"Gonorrhea","2021","Wisconsin","55","25-29","2,071","555.3"
"Primary and Secondary Syphilis","2021","Wisconsin","55","15-19","27","7.0"
"Primary and Secondary Syphilis","2021","Wisconsin","55","20-24","108","27.4"
"Primary and Secondary Syphilis","2021","Wisconsin","55","25-29","143","38.3"
"Chlamydia","2021","Wyoming","56","15-19","578","1511.9"
"Chlamydia","2021","Wyoming","56","20-24","795","2111.8"
"Chlamydia","2021","Wyoming","56","25-29","327","922.1"
"Gonorrhea","2021","Wyoming","56","15-19","54","141.2"
"Gonorrhea","2021","Wyoming","56","20-24","142","377.2"
"Gonorrhea","2021","Wyoming","56","25-29","99","279.2"
"Primary and Secondary Syphilis","2021","Wyoming","56","15-19","0","0.0"
"Primary and Secondary Syphilis","2021","Wyoming","56","20-24","5","13.3"
"Primary and Secondary Syphilis","2021","Wyoming","56","25-29","2","5.6"
"Chlamydia","2020 (COVID-19 Pandemic)","Alabama","01","15-19","7,979","2463.1"
"Chlamydia","2020 (COVID-19 Pandemic)","Alabama","01","20-24","10,270","3154.1"
"Chlamydia","2020 (COVID-19 Pandemic)","Alabama","01","25-29","4,662","1402.0"
"Gonorrhea","2020 (COVID-19 Pandemic)","Alabama","01","15-19","3,004","927.3"
"Gonorrhea","2020 (COVID-19 Pandemic)","Alabama","01","20-24","4,562","1401.1"
"Gonorrhea","2020 (COVID-19 Pandemic)","Alabama","01","25-29","2,947","886.2"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","15-19","29","9.0"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","20-24","105","32.2"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","25-29","118","35.5"
"Chlamydia","2020 (COVID-19 Pandemic)","Alaska","02","15-19","1,039","2269.8"
"Chlamydia","2020 (COVID-19 Pandemic)","Alaska","02","20-24","1,696","3380.4"
"Chlamydia","2020 (COVID-19 Pandemic)","Alaska","02","25-29","976","1693.4"
"Gonorrhea","2020 (COVID-19 Pandemic)","Alaska","02","15-19","227","495.9"
"Gonorrhea","2020 (COVID-19 Pandemic)","Alaska","02","20-24","498","992.6"
"Gonorrhea","2020 (COVID-19 Pandemic)","Alaska","02","25-29","396","687.1"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alaska","02","15-19","4","8.7"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alaska","02","20-24","22","43.9"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alaska","02","25-29","28","48.6"
"Chlamydia","2020 (COVID-19 Pandemic)","Arizona","04","15-19","8,218","1727.7"
"Chlamydia","2020 (COVID-19 Pandemic)","Arizona","04","20-24","13,697","2850.8"
"Chlamydia","2020 (COVID-19 Pandemic)","Arizona","04","25-29","7,235","1447.3"
"Gonorrhea","2020 (COVID-19 Pandemic)","Arizona","04","15-19","2,112","444.0"
"Gonorrhea","2020 (COVID-19 Pandemic)","Arizona","04","20-24","4,007","834.0"
"Gonorrhea","2020 (COVID-19 Pandemic)","Arizona","04","25-29","3,468","693.8"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Arizona","04","15-19","76","16.0"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Arizona","04","20-24","230","47.9"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Arizona","04","25-29","285","57.0"
"Chlamydia","2020 (COVID-19 Pandemic)","Arkansas","05","15-19","4,887","2444.3"
"Chlamydia","2020 (COVID-19 Pandemic)","Arkansas","05","20-24","6,003","3042.0"
"Chlamydia","2020 (COVID-19 Pandemic)","Arkansas","05","25-29","2,649","1340.3"
"Gonorrhea","2020 (COVID-19 Pandemic)","Arkansas","05","15-19","1,641","820.8"
"Gonorrhea","2020 (COVID-19 Pandemic)","Arkansas","05","20-24","2,429","1230.9"
"Gonorrhea","2020 (COVID-19 Pandemic)","Arkansas","05","25-29","1,480","748.8"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Arkansas","05","15-19","37","18.5"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Arkansas","05","20-24","85","43.1"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Arkansas","05","25-29","105","53.1"
"Chlamydia","2020 (COVID-19 Pandemic)","California","06","15-19","30,006","1163.0"
"Chlamydia","2020 (COVID-19 Pandemic)","California","06","20-24","61,635","2384.1"
"Chlamydia","2020 (COVID-19 Pandemic)","California","06","25-29","38,291","1289.6"
"Gonorrhea","2020 (COVID-19 Pandemic)","California","06","15-19","6,822","264.4"
"Gonorrhea","2020 (COVID-19 Pandemic)","California","06","20-24","17,083","660.8"
"Gonorrhea","2020 (COVID-19 Pandemic)","California","06","25-29","17,781","598.9"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","California","06","15-19","257","10.0"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","California","06","20-24","1,043","40.3"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","California","06","25-29","1,565","52.7"
"Chlamydia","2020 (COVID-19 Pandemic)","Colorado","08","15-19","6,472","1740.6"
"Chlamydia","2020 (COVID-19 Pandemic)","Colorado","08","20-24","9,196","2463.2"
"Chlamydia","2020 (COVID-19 Pandemic)","Colorado","08","25-29","4,726","1054.3"
"Gonorrhea","2020 (COVID-19 Pandemic)","Colorado","08","15-19","1,386","372.8"
"Gonorrhea","2020 (COVID-19 Pandemic)","Colorado","08","20-24","2,249","602.4"
"Gonorrhea","2020 (COVID-19 Pandemic)","Colorado","08","25-29","1,934","431.4"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Colorado","08","15-19","27","7.3"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Colorado","08","20-24","77","20.6"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Colorado","08","25-29","140","31.2"
"Chlamydia","2020 (COVID-19 Pandemic)","Connecticut","09","15-19","3,098","1272.0"
"Chlamydia","2020 (COVID-19 Pandemic)","Connecticut","09","20-24","4,731","1980.5"
"Chlamydia","2020 (COVID-19 Pandemic)","Connecticut","09","25-29","2,330","1044.2"
"Gonorrhea","2020 (COVID-19 Pandemic)","Connecticut","09","15-19","600","246.4"
"Gonorrhea","2020 (COVID-19 Pandemic)","Connecticut","09","20-24","1,243","520.3"
"Gonorrhea","2020 (COVID-19 Pandemic)","Connecticut","09","25-29","997","446.8"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Connecticut","09","15-19","12","4.9"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Connecticut","09","20-24","36","15.1"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Connecticut","09","25-29","53","23.8"
"Chlamydia","2020 (COVID-19 Pandemic)","Delaware","10","15-19","1,321","2129.4"
"Chlamydia","2020 (COVID-19 Pandemic)","Delaware","10","20-24","1,835","3213.0"
"Chlamydia","2020 (COVID-19 Pandemic)","Delaware","10","25-29","839","1326.7"
"Gonorrhea","2020 (COVID-19 Pandemic)","Delaware","10","15-19","196","316.0"
"Gonorrhea","2020 (COVID-19 Pandemic)","Delaware","10","20-24","412","721.4"
"Gonorrhea","2020 (COVID-19 Pandemic)","Delaware","10","25-29","307","485.4"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Delaware","10","15-19","4","6.4"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Delaware","10","20-24","14","24.5"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Delaware","10","25-29","18","28.5"
"Chlamydia","2020 (COVID-19 Pandemic)","District of Columbia","11","15-19","1,330","3704.7"
"Chlamydia","2020 (COVID-19 Pandemic)","District of Columbia","11","20-24","1,750","3572.7"
"Chlamydia","2020 (COVID-19 Pandemic)","District of Columbia","11","25-29","1,458","1878.1"
"Gonorrhea","2020 (COVID-19 Pandemic)","District of Columbia","11","15-19","455","1267.4"
"Gonorrhea","2020 (COVID-19 Pandemic)","District of Columbia","11","20-24","817","1668.0"
"Gonorrhea","2020 (COVID-19 Pandemic)","District of Columbia","11","25-29","939","1209.5"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","District of Columbia","11","15-19","7","19.5"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","District of Columbia","11","20-24","29","59.2"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","District of Columbia","11","25-29","51","65.7"
"Chlamydia","2020 (COVID-19 Pandemic)","Florida","12","15-19","25,157","2058.9"
"Chlamydia","2020 (COVID-19 Pandemic)","Florida","12","20-24","35,849","2889.5"
"Chlamydia","2020 (COVID-19 Pandemic)","Florida","12","25-29","18,559","1362.3"
"Gonorrhea","2020 (COVID-19 Pandemic)","Florida","12","15-19","6,472","529.7"
"Gonorrhea","2020 (COVID-19 Pandemic)","Florida","12","20-24","11,204","903.1"
"Gonorrhea","2020 (COVID-19 Pandemic)","Florida","12","25-29","8,535","626.5"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Florida","12","15-19","171","14.0"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Florida","12","20-24","556","44.8"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Florida","12","25-29","646","47.4"
"Chlamydia","2020 (COVID-19 Pandemic)","Georgia","13","15-19","17,143","2293.4"
"Chlamydia","2020 (COVID-19 Pandemic)","Georgia","13","20-24","23,033","3218.7"
"Chlamydia","2020 (COVID-19 Pandemic)","Georgia","13","25-29","11,478","1531.2"
"Gonorrhea","2020 (COVID-19 Pandemic)","Georgia","13","15-19","3,464","463.4"
"Gonorrhea","2020 (COVID-19 Pandemic)","Georgia","13","20-24","6,683","933.9"
"Gonorrhea","2020 (COVID-19 Pandemic)","Georgia","13","25-29","5,331","711.2"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Georgia","13","15-19","70","9.4"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Georgia","13","20-24","289","40.4"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Georgia","13","25-29","401","53.5"
"Chlamydia","2020 (COVID-19 Pandemic)","Hawaii","15","15-19","1,144","1442.2"
"Chlamydia","2020 (COVID-19 Pandemic)","Hawaii","15","20-24","2,746","3068.9"
